,resultId,raceId,driverId,constructorId,grid,resultPosition,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,raceYear,round,circuitId,raceName,raceDate,circuitRef,circuitName,circuitLocation,country,lat,lng,alt,driverRef,driverNumber,driverCode,forename,surname,driverDOB,driverNationality,constructorRef,constructorName,constructorNationality,status,pitStopNumber,pitStopLap,pitStopTime,pitStopDuration,pitStopMilliseconds,qualifyId,qualifyingPosition,q1,q2,q3
0,20779,841,20,9,1,1,1,1,25.0,58,1:29:30.259,5370259,44,4,1:29.844,212.488,1,2011,1,1,Australian Grand Prix,2011-03-27,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,vettel,5,VET,Sebastian,Vettel,1987-07-03,German,red_bull,Red Bull,Austrian,Finished,1,14,17:25:17,22.603,22603,4537,1,1:25.296,1:24.090,1:23.529
1,20779,841,20,9,1,1,1,1,25.0,58,1:29:30.259,5370259,44,4,1:29.844,212.488,1,2011,1,1,Australian Grand Prix,2011-03-27,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,vettel,5,VET,Sebastian,Vettel,1987-07-03,German,red_bull,Red Bull,Austrian,Finished,2,36,17:59:17,24.036,24036,4537,1,1:25.296,1:24.090,1:23.529
2,20780,841,1,1,2,2,2,2,18.0,58,+22.297,5392556,41,8,1:30.314,211.382,1,2011,1,1,Australian Grand Prix,2011-03-27,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,mclaren,McLaren,British,Finished,1,16,17:28:24,23.227,23227,4538,2,1:25.384,1:24.595,1:24.307
3,20780,841,1,1,2,2,2,2,18.0,58,+22.297,5392556,41,8,1:30.314,211.382,1,2011,1,1,Australian Grand Prix,2011-03-27,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,mclaren,McLaren,British,Finished,2,36,17:59:29,23.199,23199,4538,2,1:25.384,1:24.595,1:24.307
4,20781,841,808,4,6,3,3,3,15.0,58,+30.560,5400819,55,7,1:30.064,211.969,1,2011,1,1,Australian Grand Prix,2011-03-27,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,petrov,\N,PET,Vitaly,Petrov,1984-09-08,Russian,renault,Renault,French,Finished,1,16,17:28:39,24.535,24535,4542,6,1:25.543,1:25.582,1:25.247
5,20781,841,808,4,6,3,3,3,15.0,58,+30.560,5400819,55,7,1:30.064,211.969,1,2011,1,1,Australian Grand Prix,2011-03-27,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,petrov,\N,PET,Vitaly,Petrov,1984-09-08,Russian,renault,Renault,French,Finished,2,36,17:59:47,25.683,25683,4542,6,1:25.543,1:25.582,1:25.247
6,20782,841,4,6,5,4,4,4,12.0,58,+31.772,5402031,49,2,1:29.487,213.336,1,2011,1,1,Australian Grand Prix,2011-03-27,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,ferrari,Ferrari,Italian,Finished,1,12,17:22:34,23.251,23251,4541,5,1:25.707,1:25.242,1:24.974
7,20782,841,4,6,5,4,4,4,12.0,58,+31.772,5402031,49,2,1:29.487,213.336,1,2011,1,1,Australian Grand Prix,2011-03-27,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,ferrari,Ferrari,Italian,Finished,2,27,17:46:04,24.733,24733,4541,5,1:25.707,1:25.242,1:24.974
8,20782,841,4,6,5,4,4,4,12.0,58,+31.772,5402031,49,2,1:29.487,213.336,1,2011,1,1,Australian Grand Prix,2011-03-27,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,ferrari,Ferrari,Italian,Finished,3,42,18:09:08,24.181,24181,4541,5,1:25.707,1:25.242,1:24.974
9,20783,841,17,9,3,5,5,5,10.0,58,+38.171,5408430,50,3,1:29.600,213.066,1,2011,1,1,Australian Grand Prix,2011-03-27,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,webber,\N,WEB,Mark,Webber,1976-08-27,Australian,red_bull,Red Bull,Austrian,Finished,1,11,17:20:48,23.426,23426,4539,3,1:25.900,1:24.658,1:24.395
10,20783,841,17,9,3,5,5,5,10.0,58,+38.171,5408430,50,3,1:29.600,213.066,1,2011,1,1,Australian Grand Prix,2011-03-27,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,webber,\N,WEB,Mark,Webber,1976-08-27,Australian,red_bull,Red Bull,Austrian,Finished,2,26,17:44:29,22.520,22520,4539,3,1:25.900,1:24.658,1:24.395
11,20783,841,17,9,3,5,5,5,10.0,58,+38.171,5408430,50,3,1:29.600,213.066,1,2011,1,1,Australian Grand Prix,2011-03-27,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,webber,\N,WEB,Mark,Webber,1976-08-27,Australian,red_bull,Red Bull,Austrian,Finished,3,41,18:07:37,26.230,26230,4539,3,1:25.900,1:24.658,1:24.395
12,20784,841,18,1,4,6,6,6,8.0,58,+54.304,5424563,49,5,1:29.883,212.396,1,2011,1,1,Australian Grand Prix,2011-03-27,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,button,22,BUT,Jenson,Button,1980-01-19,British,mclaren,McLaren,British,Finished,1,17,17:30:24,16.867,16867,4540,4,1:25.886,1:24.957,1:24.779
13,20784,841,18,1,4,6,6,6,8.0,58,+54.304,5424563,49,5,1:29.883,212.396,1,2011,1,1,Australian Grand Prix,2011-03-27,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,button,22,BUT,Jenson,Button,1980-01-19,British,mclaren,McLaren,British,Finished,2,19,17:33:53,23.303,23303,4540,4,1:25.886,1:24.957,1:24.779
14,20784,841,18,1,4,6,6,6,8.0,58,+54.304,5424563,49,5,1:29.883,212.396,1,2011,1,1,Australian Grand Prix,2011-03-27,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,button,22,BUT,Jenson,Button,1980-01-19,British,mclaren,McLaren,British,Finished,3,37,18:01:49,22.681,22681,4540,4,1:25.886,1:24.957,1:24.779
15,20785,841,13,6,8,7,7,7,6.0,58,+1:25.186,5455445,55,1,1:28.947,214.631,1,2011,1,1,Australian Grand Prix,2011-03-27,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,ferrari,Ferrari,Italian,Finished,1,13,17:24:10,23.842,23842,4544,8,1:26.031,1:25.611,1:25.599
16,20785,841,13,6,8,7,7,7,6.0,58,+1:25.186,5455445,55,1,1:28.947,214.631,1,2011,1,1,Australian Grand Prix,2011-03-27,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,ferrari,Ferrari,Italian,Finished,2,31,17:52:28,24.500,24500,4544,8,1:26.031,1:25.611,1:25.599
17,20785,841,13,6,8,7,7,7,6.0,58,+1:25.186,5455445,55,1,1:28.947,214.631,1,2011,1,1,Australian Grand Prix,2011-03-27,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,ferrari,Ferrari,Italian,Finished,3,48,18:18:54,24.095,24095,4544,8,1:26.031,1:25.611,1:25.599
18,20786,841,67,5,10,8,8,8,4.0,57,\N,\N,44,11,1:30.836,210.167,11,2011,1,1,Australian Grand Prix,2011-03-27,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,buemi,\N,BUE,Sébastien,Buemi,1988-10-31,Swiss,toro_rosso,Toro Rosso,Italian,+1 Lap,1,15,17:27:34,25.342,25342,4546,10,1:26.232,1:25.882,1:27.066
19,20786,841,67,5,10,8,8,8,4.0,57,\N,\N,44,11,1:30.836,210.167,11,2011,1,1,Australian Grand Prix,2011-03-27,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,buemi,\N,BUE,Sébastien,Buemi,1988-10-31,Swiss,toro_rosso,Toro Rosso,Italian,+1 Lap,2,29,17:49:47,23.100,23100,4546,10,1:26.232,1:25.882,1:27.066
20,20787,841,16,10,16,9,9,9,2.0,57,\N,\N,55,13,1:31.526,208.583,11,2011,1,1,Australian Grand Prix,2011-03-27,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,sutil,99,SUT,Adrian,Sutil,1983-01-11,German,force_india,Force India,Indian,+1 Lap,1,16,17:29:08,25.978,25978,4552,16,1:26.245,1:31.407,\N
21,20787,841,16,10,16,9,9,9,2.0,57,\N,\N,55,13,1:31.526,208.583,11,2011,1,1,Australian Grand Prix,2011-03-27,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,sutil,99,SUT,Adrian,Sutil,1983-01-11,German,force_india,Force India,Indian,+1 Lap,2,37,18:02:15,23.871,23871,4552,16,1:26.245,1:31.407,\N
22,20788,841,814,10,14,10,10,10,1.0,57,\N,\N,40,14,1:31.941,207.641,11,2011,1,1,Australian Grand Prix,2011-03-27,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,resta,\N,DIR,Paul,di Resta,1986-04-16,British,force_india,Force India,Indian,+1 Lap,1,14,17:26:03,24.863,24863,4550,14,1:27.222,1:26.739,\N
23,20788,841,814,10,14,10,10,10,1.0,57,\N,\N,40,14,1:31.941,207.641,11,2011,1,1,Australian Grand Prix,2011-03-27,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,resta,\N,DIR,Paul,di Resta,1986-04-16,British,force_india,Force India,Indian,+1 Lap,2,36,18:00:48,24.332,24332,4550,14,1:27.222,1:26.739,\N
24,20789,841,153,5,12,11,11,11,0.0,57,\N,\N,41,10,1:30.467,211.025,11,2011,1,1,Australian Grand Prix,2011-03-27,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,alguersuari,\N,ALG,Jaime,Alguersuari,1990-03-23,Spanish,toro_rosso,Toro Rosso,Italian,+1 Lap,1,1,17:05:23,26.898,26898,4548,12,1:26.620,1:26.103,\N
25,20789,841,153,5,12,11,11,11,0.0,57,\N,\N,41,10,1:30.467,211.025,11,2011,1,1,Australian Grand Prix,2011-03-27,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,alguersuari,\N,ALG,Jaime,Alguersuari,1990-03-23,Spanish,toro_rosso,Toro Rosso,Italian,+1 Lap,2,17,17:31:06,24.463,24463,4548,12,1:26.620,1:26.103,\N
26,20789,841,153,5,12,11,11,11,0.0,57,\N,\N,41,10,1:30.467,211.025,11,2011,1,1,Australian Grand Prix,2011-03-27,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,alguersuari,\N,ALG,Jaime,Alguersuari,1990-03-23,Spanish,toro_rosso,Toro Rosso,Italian,+1 Lap,3,35,17:59:45,26.348,26348,4548,12,1:26.620,1:26.103,\N
27,20790,841,2,4,18,12,12,12,0.0,57,\N,\N,43,15,1:32.377,206.661,11,2011,1,1,Australian Grand Prix,2011-03-27,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,heidfeld,\N,HEI,Nick,Heidfeld,1977-05-10,German,renault,Renault,French,+1 Lap,1,15,17:27:41,22.994,22994,4554,18,1:27.239,\N,\N
28,20790,841,2,4,18,12,12,12,0.0,57,\N,\N,43,15,1:32.377,206.661,11,2011,1,1,Australian Grand Prix,2011-03-27,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,heidfeld,\N,HEI,Nick,Heidfeld,1977-05-10,German,renault,Renault,French,+1 Lap,2,30,17:51:32,25.098,25098,4554,18,1:27.239,\N,\N
29,20791,841,15,205,20,13,13,13,0.0,56,\N,\N,52,16,1:32.550,206.275,12,2011,1,1,Australian Grand Prix,2011-03-27,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,trulli,\N,TRU,Jarno,Trulli,1974-07-13,Italian,lotus_racing,Lotus,Malaysian,+2 Laps,1,16,17:29:49,24.899,24899,4556,20,1:29.342,\N,\N
30,20791,841,15,205,20,13,13,13,0.0,56,\N,\N,52,16,1:32.550,206.275,12,2011,1,1,Australian Grand Prix,2011-03-27,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,trulli,\N,TRU,Jarno,Trulli,1974-07-13,Italian,lotus_racing,Lotus,Malaysian,+2 Laps,2,37,18:03:55,24.848,24848,4556,20,1:29.342,\N,\N
31,20792,841,816,166,22,14,14,14,0.0,54,\N,\N,44,19,1:34.523,201.969,14,2011,1,1,Australian Grand Prix,2011-03-27,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,ambrosio,\N,DAM,Jérôme,d'Ambrosio,1985-12-27,Belgian,virgin,Virgin,British,+4 Laps,1,14,17:26:50,25.259,25259,4558,22,1:30.822,\N,\N
32,20792,841,816,166,22,14,14,14,0.0,54,\N,\N,44,19,1:34.523,201.969,14,2011,1,1,Australian Grand Prix,2011-03-27,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,ambrosio,\N,DAM,Jérôme,d'Ambrosio,1985-12-27,Belgian,virgin,Virgin,British,+4 Laps,2,38,18:06:53,26.446,26446,4558,22,1:30.822,\N,\N
33,20793,841,10,166,21,\N,N,15,0.0,49,\N,\N,48,22,1:35.789,199.300,19,2011,1,1,Australian Grand Prix,2011-03-27,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,glock,\N,GLO,Timo,Glock,1982-03-18,German,virgin,Virgin,British,+9 Laps,1,18,17:33:02,23.792,23792,4557,21,1:29.858,\N,\N
34,20794,841,22,3,17,\N,R,16,0.0,48,\N,\N,47,12,1:31.404,208.861,7,2011,1,1,Australian Grand Prix,2011-03-27,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,barrichello,\N,BAR,Rubens,Barrichello,1972-05-23,Brazilian,williams,Williams,British,Transmission,1,13,17:24:29,23.643,23643,4553,17,1:26.270,\N,\N
35,20794,841,22,3,17,\N,R,16,0.0,48,\N,\N,47,12,1:31.404,208.861,7,2011,1,1,Australian Grand Prix,2011-03-27,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,barrichello,\N,BAR,Rubens,Barrichello,1972-05-23,Brazilian,williams,Williams,British,Transmission,2,23,17:40:45,37.856,37856,4553,17,1:26.270,\N,\N
36,20794,841,22,3,17,\N,R,16,0.0,48,\N,\N,47,12,1:31.404,208.861,7,2011,1,1,Australian Grand Prix,2011-03-27,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,barrichello,\N,BAR,Rubens,Barrichello,1972-05-23,Brazilian,williams,Williams,British,Transmission,3,28,17:49:07,16.892,16892,4553,17,1:26.270,\N,\N
37,20794,841,22,3,17,\N,R,16,0.0,48,\N,\N,47,12,1:31.404,208.861,7,2011,1,1,Australian Grand Prix,2011-03-27,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,barrichello,\N,BAR,Rubens,Barrichello,1972-05-23,Brazilian,williams,Williams,British,Transmission,4,40,18:08:03,26.309,26309,4553,17,1:26.270,\N,\N
38,20795,841,3,131,7,\N,R,17,0.0,22,\N,\N,21,17,1:33.503,204.173,4,2011,1,1,Australian Grand Prix,2011-03-27,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,rosberg,6,ROS,Nico,Rosberg,1985-06-27,German,mercedes,Mercedes,German,Collision,1,16,17:29:00,23.716,23716,4543,7,1:25.856,1:25.606,1:25.421
39,20796,841,5,205,19,\N,R,18,0.0,19,\N,\N,19,20,1:34.918,201.129,47,2011,1,1,Australian Grand Prix,2011-03-27,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,kovalainen,\N,KOV,Heikki,Kovalainen,1981-10-19,Finnish,lotus_racing,Lotus,Malaysian,Water leak,1,17,17:31:11,24.865,24865,4555,19,1:29.254,\N,\N
40,20797,841,30,131,11,\N,R,19,0.0,19,\N,\N,13,21,1:35.319,200.283,4,2011,1,1,Australian Grand Prix,2011-03-27,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,michael_schumacher,\N,MSC,Michael,Schumacher,1969-01-03,German,mercedes,Mercedes,German,Collision,1,1,17:05:52,25.021,25021,4547,11,1:25.962,1:25.971,\N
41,20797,841,30,131,11,\N,R,19,0.0,19,\N,\N,13,21,1:35.319,200.283,4,2011,1,1,Australian Grand Prix,2011-03-27,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,michael_schumacher,\N,MSC,Michael,Schumacher,1969-01-03,German,mercedes,Mercedes,German,Collision,2,17,17:32:08,23.988,23988,4547,11,1:25.962,1:25.971,\N
42,20799,841,155,15,9,\N,D,21,0.0,58,\N,\N,51,9,1:30.384,211.218,2,2011,1,1,Australian Grand Prix,2011-03-27,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,kobayashi,10,KOB,Kamui,Kobayashi,1986-09-13,Japanese,sauber,Sauber,Swiss,Disqualified,1,16,17:29:06,24.064,24064,4545,9,1:25.717,1:25.405,1:25.626
43,20799,841,155,15,9,\N,D,21,0.0,58,\N,\N,51,9,1:30.384,211.218,2,2011,1,1,Australian Grand Prix,2011-03-27,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,kobayashi,10,KOB,Kamui,Kobayashi,1986-09-13,Japanese,sauber,Sauber,Swiss,Disqualified,2,32,17:54:21,24.192,24192,4545,9,1:25.717,1:25.405,1:25.626
44,20800,841,815,15,13,\N,D,22,0.0,58,\N,\N,39,6,1:29.962,212.209,2,2011,1,1,Australian Grand Prix,2011-03-27,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,perez,11,PER,Sergio,Pérez,1990-01-26,Mexican,sauber,Sauber,Swiss,Disqualified,1,23,17:40:27,23.438,23438,4549,13,1:25.812,1:26.108,\N
45,20801,842,20,9,1,1,1,1,25.0,56,1:37:39.832,5859832,33,6,1:41.539,196.523,1,2011,2,2,Malaysian Grand Prix,2011-04-10,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,18,vettel,5,VET,Sebastian,Vettel,1987-07-03,German,red_bull,Red Bull,Austrian,Finished,1,13,16:26:17,23.019,23019,4562,1,1:37.468,1:35.934,1:34.870
46,20801,842,20,9,1,1,1,1,25.0,56,1:37:39.832,5859832,33,6,1:41.539,196.523,1,2011,2,2,Malaysian Grand Prix,2011-04-10,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,18,vettel,5,VET,Sebastian,Vettel,1987-07-03,German,red_bull,Red Bull,Austrian,Finished,2,25,16:47:27,21.893,21893,4562,1,1:37.468,1:35.934,1:34.870
47,20801,842,20,9,1,1,1,1,25.0,56,1:37:39.832,5859832,33,6,1:41.539,196.523,1,2011,2,2,Malaysian Grand Prix,2011-04-10,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,18,vettel,5,VET,Sebastian,Vettel,1987-07-03,German,red_bull,Red Bull,Austrian,Finished,3,41,17:15:08,22.313,22313,4562,1,1:37.468,1:35.934,1:34.870
48,20802,842,18,1,4,2,2,2,18.0,56,+3.261,5863093,50,4,1:41.264,197.057,1,2011,2,2,Malaysian Grand Prix,2011-04-10,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,18,button,22,BUT,Jenson,Button,1980-01-19,British,mclaren,McLaren,British,Finished,1,13,16:26:29,22.400,22400,4565,4,1:37.033,1:35.569,1:35.200
49,20802,842,18,1,4,2,2,2,18.0,56,+3.261,5863093,50,4,1:41.264,197.057,1,2011,2,2,Malaysian Grand Prix,2011-04-10,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,18,button,22,BUT,Jenson,Button,1980-01-19,British,mclaren,McLaren,British,Finished,2,23,16:44:11,22.471,22471,4565,4,1:37.033,1:35.569,1:35.200
50,20802,842,18,1,4,2,2,2,18.0,56,+3.261,5863093,50,4,1:41.264,197.057,1,2011,2,2,Malaysian Grand Prix,2011-04-10,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,18,button,22,BUT,Jenson,Button,1980-01-19,British,mclaren,McLaren,British,Finished,3,38,17:10:13,22.483,22483,4565,4,1:37.033,1:35.569,1:35.200
51,20803,842,2,4,6,3,3,3,15.0,56,+25.075,5884907,47,7,1:41.547,196.508,1,2011,2,2,Malaysian Grand Prix,2011-04-10,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,18,heidfeld,\N,HEI,Nick,Heidfeld,1977-05-10,German,renault,Renault,French,Finished,1,13,16:26:28,23.900,23900,4567,6,1:37.224,1:36.811,1:36.124
52,20803,842,2,4,6,3,3,3,15.0,56,+25.075,5884907,47,7,1:41.547,196.508,1,2011,2,2,Malaysian Grand Prix,2011-04-10,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,18,heidfeld,\N,HEI,Nick,Heidfeld,1977-05-10,German,renault,Renault,French,Finished,2,26,16:49:31,23.221,23221,4567,6,1:37.224,1:36.811,1:36.124
53,20803,842,2,4,6,3,3,3,15.0,56,+25.075,5884907,47,7,1:41.547,196.508,1,2011,2,2,Malaysian Grand Prix,2011-04-10,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,18,heidfeld,\N,HEI,Nick,Heidfeld,1977-05-10,German,renault,Renault,French,Finished,3,39,17:12:09,22.602,22602,4567,6,1:37.224,1:36.811,1:36.124
54,20804,842,17,9,3,4,4,4,12.0,56,+26.384,5886216,46,1,1:40.571,198.415,1,2011,2,2,Malaysian Grand Prix,2011-04-10,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,18,webber,\N,WEB,Mark,Webber,1976-08-27,Australian,red_bull,Red Bull,Austrian,Finished,1,10,16:21:21,22.572,22572,4564,3,1:37.924,1:36.080,1:35.179
55,20804,842,17,9,3,4,4,4,12.0,56,+26.384,5886216,46,1,1:40.571,198.415,1,2011,2,2,Malaysian Grand Prix,2011-04-10,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,18,webber,\N,WEB,Mark,Webber,1976-08-27,Australian,red_bull,Red Bull,Austrian,Finished,2,22,16:42:37,21.991,21991,4564,3,1:37.924,1:36.080,1:35.179
56,20804,842,17,9,3,4,4,4,12.0,56,+26.384,5886216,46,1,1:40.571,198.415,1,2011,2,2,Malaysian Grand Prix,2011-04-10,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,18,webber,\N,WEB,Mark,Webber,1976-08-27,Australian,red_bull,Red Bull,Austrian,Finished,3,32,17:00:01,22.069,22069,4564,3,1:37.924,1:36.080,1:35.179
57,20804,842,17,9,3,4,4,4,12.0,56,+26.384,5886216,46,1,1:40.571,198.415,1,2011,2,2,Malaysian Grand Prix,2011-04-10,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,18,webber,\N,WEB,Mark,Webber,1976-08-27,Australian,red_bull,Red Bull,Austrian,Finished,4,43,17:19:10,22.161,22161,4564,3,1:37.924,1:36.080,1:35.179
58,20805,842,13,6,7,5,5,5,10.0,56,+36.958,5896790,41,9,1:41.999,195.637,1,2011,2,2,Malaysian Grand Prix,2011-04-10,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,18,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,ferrari,Ferrari,Italian,Finished,1,13,16:26:30,29.224,29224,4568,7,1:36.744,1:36.557,1:36.251
59,20805,842,13,6,7,5,5,5,10.0,56,+36.958,5896790,41,9,1:41.999,195.637,1,2011,2,2,Malaysian Grand Prix,2011-04-10,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,18,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,ferrari,Ferrari,Italian,Finished,2,27,16:51:17,22.541,22541,4568,7,1:36.744,1:36.557,1:36.251
60,20805,842,13,6,7,5,5,5,10.0,56,+36.958,5896790,41,9,1:41.999,195.637,1,2011,2,2,Malaysian Grand Prix,2011-04-10,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,18,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,ferrari,Ferrari,Italian,Finished,3,38,17:10:28,22.893,22893,4568,7,1:36.744,1:36.557,1:36.251
61,20806,842,4,6,5,6,6,6,8.0,56,+37.248,5897080,49,2,1:40.717,198.127,1,2011,2,2,Malaysian Grand Prix,2011-04-10,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,18,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,ferrari,Ferrari,Italian,Finished,1,14,16:28:15,23.152,23152,4566,5,1:36.897,1:36.320,1:35.802
62,20806,842,4,6,5,6,6,6,8.0,56,+37.248,5897080,49,2,1:40.717,198.127,1,2011,2,2,Malaysian Grand Prix,2011-04-10,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,18,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,ferrari,Ferrari,Italian,Finished,2,26,16:49:19,23.894,23894,4566,5,1:36.897,1:36.320,1:35.802
63,20806,842,4,6,5,6,6,6,8.0,56,+37.248,5897080,49,2,1:40.717,198.127,1,2011,2,2,Malaysian Grand Prix,2011-04-10,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,18,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,ferrari,Ferrari,Italian,Finished,3,41,17:15:25,23.812,23812,4566,5,1:36.897,1:36.320,1:35.802
64,20806,842,4,6,5,6,6,6,8.0,56,+37.248,5897080,49,2,1:40.717,198.127,1,2011,2,2,Malaysian Grand Prix,2011-04-10,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,18,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,ferrari,Ferrari,Italian,Finished,4,46,17:24:24,27.182,27182,4566,5,1:36.897,1:36.320,1:35.802
65,20807,842,155,15,10,7,7,7,6.0,56,+1:06.439,5926271,39,10,1:42.095,195.453,1,2011,2,2,Malaysian Grand Prix,2011-04-10,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,18,kobayashi,10,KOB,Kamui,Kobayashi,1986-09-13,Japanese,sauber,Sauber,Swiss,Finished,1,17,16:33:53,23.280,23280,4571,10,1:36.994,1:36.691,1:36.820
66,20807,842,155,15,10,7,7,7,6.0,56,+1:06.439,5926271,39,10,1:42.095,195.453,1,2011,2,2,Malaysian Grand Prix,2011-04-10,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,18,kobayashi,10,KOB,Kamui,Kobayashi,1986-09-13,Japanese,sauber,Sauber,Swiss,Finished,2,36,17:07:26,23.442,23442,4571,10,1:36.994,1:36.691,1:36.820
