,resultId,raceId,driverId,constructorId,grid,resultPosition,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,raceYear,round,circuitId,raceName,raceDate,circuitRef,circuitName,circuitLocation,country,lat,lng,alt,driverRef,driverNumber,driverCode,forename,surname,driverDOB,driverNationality,constructorRef,constructorName,constructorNationality,status,pitStopNumber,pitStopLap,pitStopTime,pitStopDuration,pitStopMilliseconds,qualifyId,qualifyingPosition,q1,q2,q3
1374,21337,864,807,10,13,10,10,10,1.0,65,\N,\N,48,17,1:28.912,188.478,11,2012,5,4,Spanish Grand Prix,2012-05-13,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,hulkenberg,27,HUL,Nico,Hülkenberg,1987-08-19,German,force_india,Force India,Indian,+1 Lap,2,19,14:32:55,20.558,20558,5075,14,1:23.720,1:23.177,\N
1375,21337,864,807,10,13,10,10,10,1.0,65,\N,\N,48,17,1:28.912,188.478,11,2012,5,4,Spanish Grand Prix,2012-05-13,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,hulkenberg,27,HUL,Nico,Hülkenberg,1987-08-19,German,force_india,Force India,Indian,+1 Lap,3,39,15:03:27,20.515,20515,5075,14,1:23.720,1:23.177,\N
1376,21338,864,17,9,11,11,11,11,0.0,65,\N,\N,44,5,1:27.857,190.741,11,2012,5,4,Spanish Grand Prix,2012-05-13,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,webber,\N,WEB,Mark,Webber,1976-08-27,Australian,red_bull,Red Bull,Austrian,+1 Lap,1,6,14:12:45,20.119,20119,5073,12,1:23.592,1:22.977,\N
1377,21338,864,17,9,11,11,11,11,0.0,65,\N,\N,44,5,1:27.857,190.741,11,2012,5,4,Spanish Grand Prix,2012-05-13,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,webber,\N,WEB,Mark,Webber,1976-08-27,Australian,red_bull,Red Bull,Austrian,+1 Lap,2,17,14:29:54,24.864,24864,5073,12,1:23.592,1:22.977,\N
1378,21338,864,17,9,11,11,11,11,0.0,65,\N,\N,44,5,1:27.857,190.741,11,2012,5,4,Spanish Grand Prix,2012-05-13,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,webber,\N,WEB,Mark,Webber,1976-08-27,Australian,red_bull,Red Bull,Austrian,+1 Lap,3,40,15:05:00,20.129,20129,5073,12,1:23.592,1:22.977,\N
1379,21339,864,818,5,14,12,12,12,0.0,65,\N,\N,54,9,1:28.308,189.767,11,2012,5,4,Spanish Grand Prix,2012-05-13,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,vergne,25,VER,Jean-Éric,Vergne,1990-04-25,French,toro_rosso,Toro Rosso,Italian,+1 Lap,1,10,14:18:52,20.388,20388,5076,15,1:24.362,1:23.265,\N
1380,21339,864,818,5,14,12,12,12,0.0,65,\N,\N,54,9,1:28.308,189.767,11,2012,5,4,Spanish Grand Prix,2012-05-13,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,vergne,25,VER,Jean-Éric,Vergne,1990-04-25,French,toro_rosso,Toro Rosso,Italian,+1 Lap,2,23,14:38:58,22.645,22645,5076,15,1:24.362,1:23.265,\N
1381,21339,864,818,5,14,12,12,12,0.0,65,\N,\N,54,9,1:28.308,189.767,11,2012,5,4,Spanish Grand Prix,2012-05-13,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,vergne,25,VER,Jean-Éric,Vergne,1990-04-25,French,toro_rosso,Toro Rosso,Italian,+1 Lap,3,40,15:05:04,20.460,20460,5076,15,1:24.362,1:23.265,\N
1382,21340,864,817,5,15,13,13,13,0.0,65,\N,\N,44,12,1:28.587,189.169,11,2012,5,4,Spanish Grand Prix,2012-05-13,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,ricciardo,3,RIC,Daniel,Ricciardo,1989-07-01,Australian,toro_rosso,Toro Rosso,Italian,+1 Lap,1,11,14:20:29,21.101,21101,5077,16,1:23.906,1:23.442,\N
1383,21340,864,817,5,15,13,13,13,0.0,65,\N,\N,44,12,1:28.587,189.169,11,2012,5,4,Spanish Grand Prix,2012-05-13,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,ricciardo,3,RIC,Daniel,Ricciardo,1989-07-01,Australian,toro_rosso,Toro Rosso,Italian,+1 Lap,2,25,14:42:02,20.114,20114,5077,16,1:23.906,1:23.442,\N
1384,21340,864,817,5,15,13,13,13,0.0,65,\N,\N,44,12,1:28.587,189.169,11,2012,5,4,Spanish Grand Prix,2012-05-13,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,ricciardo,3,RIC,Daniel,Ricciardo,1989-07-01,Australian,toro_rosso,Toro Rosso,Italian,+1 Lap,3,39,15:03:31,20.059,20059,5077,16,1:23.906,1:23.442,\N
1385,21341,864,814,10,12,14,14,14,0.0,65,\N,\N,44,10,1:28.313,189.756,11,2012,5,4,Spanish Grand Prix,2012-05-13,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,resta,\N,DIR,Paul,di Resta,1986-04-16,British,force_india,Force India,Indian,+1 Lap,1,9,14:17:22,19.987,19987,5074,13,1:23.852,1:23.125,\N
1386,21341,864,814,10,12,14,14,14,0.0,65,\N,\N,44,10,1:28.313,189.756,11,2012,5,4,Spanish Grand Prix,2012-05-13,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,resta,\N,DIR,Paul,di Resta,1986-04-16,British,force_india,Force India,Indian,+1 Lap,2,23,14:38:57,21.680,21680,5074,13,1:23.852,1:23.125,\N
1387,21341,864,814,10,12,14,14,14,0.0,65,\N,\N,44,10,1:28.313,189.756,11,2012,5,4,Spanish Grand Prix,2012-05-13,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,resta,\N,DIR,Paul,di Resta,1986-04-16,British,force_india,Force India,Indian,+1 Lap,3,42,15:08:07,19.867,19867,5074,13,1:23.852,1:23.125,\N
1388,21342,864,13,6,16,15,15,15,0.0,65,\N,\N,47,11,1:28.448,189.467,11,2012,5,4,Spanish Grand Prix,2012-05-13,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,ferrari,Ferrari,Italian,+1 Lap,1,10,14:18:53,20.130,20130,5078,17,1:23.886,1:23.444,\N
1389,21342,864,13,6,16,15,15,15,0.0,65,\N,\N,47,11,1:28.448,189.467,11,2012,5,4,Spanish Grand Prix,2012-05-13,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,ferrari,Ferrari,Italian,+1 Lap,2,28,14:46:33,13.259,13259,5078,17,1:23.886,1:23.444,\N
1390,21342,864,13,6,16,15,15,15,0.0,65,\N,\N,47,11,1:28.448,189.467,11,2012,5,4,Spanish Grand Prix,2012-05-13,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,ferrari,Ferrari,Italian,+1 Lap,3,29,14:48:17,19.699,19699,5078,17,1:23.886,1:23.444,\N
1391,21342,864,13,6,16,15,15,15,0.0,65,\N,\N,47,11,1:28.448,189.467,11,2012,5,4,Spanish Grand Prix,2012-05-13,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,ferrari,Ferrari,Italian,+1 Lap,4,45,15:12:32,22.645,22645,5078,17,1:23.886,1:23.444,\N
1392,21343,864,5,207,19,16,16,16,0.0,65,\N,\N,50,15,1:28.715,188.897,11,2012,5,4,Spanish Grand Prix,2012-05-13,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,kovalainen,\N,KOV,Heikki,Kovalainen,1981-10-19,Finnish,caterham,Caterham,Malaysian,+1 Lap,1,13,14:23:37,21.290,21290,5081,20,1:25.507,\N,\N
1393,21343,864,5,207,19,16,16,16,0.0,65,\N,\N,50,15,1:28.715,188.897,11,2012,5,4,Spanish Grand Prix,2012-05-13,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,kovalainen,\N,KOV,Heikki,Kovalainen,1981-10-19,Finnish,caterham,Caterham,Malaysian,+1 Lap,2,27,14:45:19,22.566,22566,5081,20,1:25.507,\N,\N
1394,21343,864,5,207,19,16,16,16,0.0,65,\N,\N,50,15,1:28.715,188.897,11,2012,5,4,Spanish Grand Prix,2012-05-13,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,kovalainen,\N,KOV,Heikki,Kovalainen,1981-10-19,Finnish,caterham,Caterham,Malaysian,+1 Lap,3,43,15:10:04,21.275,21275,5081,20,1:25.507,\N,\N
1395,21344,864,808,207,18,17,17,17,0.0,65,\N,\N,48,16,1:28.773,188.773,11,2012,5,4,Spanish Grand Prix,2012-05-13,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,petrov,\N,PET,Vitaly,Petrov,1984-09-08,Russian,caterham,Caterham,Malaysian,+1 Lap,1,10,14:19:03,24.856,24856,5080,19,1:25.277,\N,\N
1396,21344,864,808,207,18,17,17,17,0.0,65,\N,\N,48,16,1:28.773,188.773,11,2012,5,4,Spanish Grand Prix,2012-05-13,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,petrov,\N,PET,Vitaly,Petrov,1984-09-08,Russian,caterham,Caterham,Malaysian,+1 Lap,2,28,14:47:06,23.072,23072,5080,19,1:25.277,\N,\N
1397,21344,864,808,207,18,17,17,17,0.0,65,\N,\N,48,16,1:28.773,188.773,11,2012,5,4,Spanish Grand Prix,2012-05-13,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,petrov,\N,PET,Vitaly,Petrov,1984-09-08,Russian,caterham,Caterham,Malaysian,+1 Lap,3,44,15:11:45,21.817,21817,5080,19,1:25.277,\N,\N
1398,21345,864,10,206,21,18,18,18,0.0,64,\N,\N,49,19,1:29.599,187.033,12,2012,5,4,Spanish Grand Prix,2012-05-13,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,glock,\N,GLO,Timo,Glock,1982-03-18,German,marussia,Marussia,Russian,+2 Laps,1,14,14:25:27,21.082,21082,5083,22,1:27.032,\N,\N
1399,21345,864,10,206,21,18,18,18,0.0,64,\N,\N,49,19,1:29.599,187.033,12,2012,5,4,Spanish Grand Prix,2012-05-13,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,glock,\N,GLO,Timo,Glock,1982-03-18,German,marussia,Marussia,Russian,+2 Laps,2,26,14:44:13,20.902,20902,5083,22,1:27.032,\N,\N
1400,21345,864,10,206,21,18,18,18,0.0,64,\N,\N,49,19,1:29.599,187.033,12,2012,5,4,Spanish Grand Prix,2012-05-13,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,glock,\N,GLO,Timo,Glock,1982-03-18,German,marussia,Marussia,Russian,+2 Laps,3,47,15:16:42,20.669,20669,5083,22,1:27.032,\N,\N
1401,21346,864,37,164,22,19,19,19,0.0,63,\N,\N,54,20,1:30.722,184.718,13,2012,5,4,Spanish Grand Prix,2012-05-13,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,rosa,\N,DLR,Pedro,de la Rosa,1971-02-24,Spanish,hrt,HRT,Spanish,+3 Laps,1,10,14:19:19,22.275,22275,5084,23,1:27.555,\N,\N
1402,21346,864,37,164,22,19,19,19,0.0,63,\N,\N,54,20,1:30.722,184.718,13,2012,5,4,Spanish Grand Prix,2012-05-13,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,rosa,\N,DLR,Pedro,de la Rosa,1971-02-24,Spanish,hrt,HRT,Spanish,+3 Laps,2,19,14:33:43,22.135,22135,5084,23,1:27.555,\N,\N
1403,21346,864,37,164,22,19,19,19,0.0,63,\N,\N,54,20,1:30.722,184.718,13,2012,5,4,Spanish Grand Prix,2012-05-13,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,rosa,\N,DLR,Pedro,de la Rosa,1971-02-24,Spanish,hrt,HRT,Spanish,+3 Laps,3,35,14:59:17,21.543,21543,5084,23,1:27.555,\N,\N
1404,21346,864,37,164,22,19,19,19,0.0,63,\N,\N,54,20,1:30.722,184.718,13,2012,5,4,Spanish Grand Prix,2012-05-13,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,rosa,\N,DLR,Pedro,de la Rosa,1971-02-24,Spanish,hrt,HRT,Spanish,+3 Laps,4,51,15:24:24,21.471,21471,5084,23,1:27.555,\N,\N
1405,21347,864,815,15,5,\N,R,20,0.0,37,\N,\N,20,13,1:28.605,189.131,61,2012,5,4,Spanish Grand Prix,2012-05-13,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,perez,11,PER,Sergio,Pérez,1990-01-26,Mexican,sauber,Sauber,Swiss,Wheel nut,1,1,14:05:24,21.864,21864,5067,6,1:24.261,1:22.773,1:22.533
1406,21347,864,815,15,5,\N,R,20,0.0,37,\N,\N,20,13,1:28.605,189.131,61,2012,5,4,Spanish Grand Prix,2012-05-13,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,perez,11,PER,Sergio,Pérez,1990-01-26,Mexican,sauber,Sauber,Swiss,Wheel nut,2,17,14:30:09,21.055,21055,5067,6,1:24.261,1:22.773,1:22.533
1407,21347,864,815,15,5,\N,R,20,0.0,37,\N,\N,20,13,1:28.605,189.131,61,2012,5,4,Spanish Grand Prix,2012-05-13,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,perez,11,PER,Sergio,Pérez,1990-01-26,Mexican,sauber,Sauber,Swiss,Wheel nut,3,37,15:00:35,28.531,28531,5067,6,1:24.261,1:22.773,1:22.533
1408,21348,864,819,206,20,\N,R,21,0.0,35,\N,\N,29,22,1:31.136,183.879,26,2012,5,4,Spanish Grand Prix,2012-05-13,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,pic,\N,PIC,Charles,Pic,1990-02-15,French,marussia,Marussia,Russian,Mechanical,1,15,14:27:06,20.936,20936,5082,21,1:26.582,\N,\N
1409,21348,864,819,206,20,\N,R,21,0.0,35,\N,\N,29,22,1:31.136,183.879,26,2012,5,4,Spanish Grand Prix,2012-05-13,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,pic,\N,PIC,Charles,Pic,1990-02-15,French,marussia,Marussia,Russian,Mechanical,2,27,14:45:53,21.338,21338,5082,21,1:26.582,\N,\N
1410,21349,864,39,164,23,\N,R,22,0.0,22,\N,\N,15,24,1:32.903,180.381,26,2012,5,4,Spanish Grand Prix,2012-05-13,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,karthikeyan,\N,KAR,Narain,Karthikeyan,1977-01-14,Indian,hrt,HRT,Spanish,Mechanical,1,11,14:20:59,21.518,21518,5085,24,1:31.122,\N,\N
1411,21349,864,39,164,23,\N,R,22,0.0,22,\N,\N,15,24,1:32.903,180.381,26,2012,5,4,Spanish Grand Prix,2012-05-13,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,karthikeyan,\N,KAR,Narain,Karthikeyan,1977-01-14,Indian,hrt,HRT,Spanish,Mechanical,2,22,14:38:37,22.515,22515,5085,24,1:31.122,\N,\N
1412,21351,864,30,131,8,\N,R,24,0.0,12,\N,\N,4,21,1:31.089,183.973,4,2012,5,4,Spanish Grand Prix,2012-05-13,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,michael_schumacher,\N,MSC,Michael,Schumacher,1969-01-03,German,mercedes,Mercedes,German,Collision,1,10,14:18:44,20.113,20113,5070,9,1:23.757,1:22.904,\N
1413,21352,865,17,9,1,1,1,1,25.0,78,1:46:06.557,6366557,45,3,1:18.805,152.579,1,2012,6,6,Monaco Grand Prix,2012-05-27,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,webber,\N,WEB,Mark,Webber,1976-08-27,Australian,red_bull,Red Bull,Austrian,Finished,1,29,14:42:54,25.566,25566,5087,2,1:16.013,1:15.035,1:14.381
1414,21353,865,3,131,2,2,2,2,18.0,78,+0.643,6367200,46,7,1:18.977,152.246,1,2012,6,6,Monaco Grand Prix,2012-05-27,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,rosberg,6,ROS,Nico,Rosberg,1985-06-27,German,mercedes,Mercedes,German,Finished,1,27,14:40:15,24.874,24874,5088,3,1:15.900,1:15.022,1:14.448
1415,21354,865,4,6,5,3,3,3,15.0,78,+0.947,6367504,45,5,1:18.857,152.478,1,2012,6,6,Monaco Grand Prix,2012-05-27,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,ferrari,Ferrari,Italian,Finished,1,30,14:44:22,25.220,25220,5091,6,1:16.153,1:15.128,1:14.948
1416,21355,865,20,9,9,4,4,4,12.0,78,+1.343,6367900,43,9,1:19.076,152.056,1,2012,6,6,Monaco Grand Prix,2012-05-27,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,vettel,5,VET,Sebastian,Vettel,1987-07-03,German,red_bull,Red Bull,Austrian,Finished,1,46,15:05:40,25.079,25079,5095,10,1:15.757,1:15.234,\N
1417,21356,865,1,1,3,5,5,5,10.0,78,+4.101,6370658,46,4,1:18.806,152.577,1,2012,6,6,Monaco Grand Prix,2012-05-27,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,mclaren,McLaren,British,Finished,1,29,14:43:03,25.748,25748,5089,4,1:16.063,1:15.166,1:14.583
1418,21357,865,13,6,7,6,6,6,8.0,78,+6.195,6372752,41,10,1:19.101,152.008,1,2012,6,6,Monaco Grand Prix,2012-05-27,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,ferrari,Ferrari,Italian,Finished,1,31,14:45:47,24.993,24993,5092,7,1:15.983,1:14.911,1:15.049
1419,21358,865,814,10,14,7,7,7,6.0,78,+41.537,6408094,51,17,1:19.757,150.757,1,2012,6,6,Monaco Grand Prix,2012-05-27,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,resta,\N,DIR,Paul,di Resta,1986-04-16,British,force_india,Force India,Indian,Finished,1,35,14:51:32,25.642,25642,5100,15,1:16.062,1:15.718,\N
1420,21359,865,807,10,10,8,8,8,4.0,78,+42.562,6409119,35,2,1:18.423,153.322,1,2012,6,6,Monaco Grand Prix,2012-05-27,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,hulkenberg,27,HUL,Nico,Hülkenberg,1987-08-19,German,force_india,Force India,Indian,Finished,1,29,14:43:29,26.447,26447,5096,11,1:15.418,1:15.421,\N
1421,21360,865,8,208,8,9,9,9,2.0,78,+44.036,6410593,51,12,1:19.246,151.730,1,2012,6,6,Monaco Grand Prix,2012-05-27,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,raikkonen,7,RAI,Kimi,Räikkönen,1979-10-17,Finnish,lotus_f1,Lotus F1,British,Finished,1,29,14:43:28,26.380,26380,5093,8,1:15.889,1:15.322,1:15.199
1422,21361,865,811,3,13,10,10,10,1.0,78,+44.516,6411073,51,11,1:19.187,151.843,1,2012,6,6,Monaco Grand Prix,2012-05-27,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,bruno_senna,\N,SEN,Bruno,Senna,1983-10-15,Brazilian,williams,Williams,British,Finished,1,29,14:43:29,26.410,26410,5099,14,1:15.923,1:15.709,\N
1423,21363,865,818,5,16,12,12,12,0.0,77,\N,\N,25,8,1:19.013,152.177,11,2012,6,6,Monaco Grand Prix,2012-05-27,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,vergne,25,VER,Jean-Éric,Vergne,1990-04-25,French,toro_rosso,Toro Rosso,Italian,+1 Lap,1,17,14:27:24,26.063,26063,5102,17,1:16.491,1:16.885,\N
1424,21363,865,818,5,16,12,12,12,0.0,77,\N,\N,25,8,1:19.013,152.177,11,2012,6,6,Monaco Grand Prix,2012-05-27,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,vergne,25,VER,Jean-Éric,Vergne,1990-04-25,French,toro_rosso,Toro Rosso,Italian,+1 Lap,2,70,15:38:55,26.157,26157,5102,17,1:16.491,1:16.885,\N
1425,21364,865,5,207,17,13,13,13,0.0,77,\N,\N,76,13,1:19.305,151.617,11,2012,6,6,Monaco Grand Prix,2012-05-27,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,kovalainen,\N,KOV,Heikki,Kovalainen,1981-10-19,Finnish,caterham,Caterham,Malaysian,+1 Lap,1,30,14:44:53,26.066,26066,5103,18,1:16.538,\N,\N
1426,21364,865,5,207,17,13,13,13,0.0,77,\N,\N,76,13,1:19.305,151.617,11,2012,6,6,Monaco Grand Prix,2012-05-27,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,kovalainen,\N,KOV,Heikki,Kovalainen,1981-10-19,Finnish,caterham,Caterham,Malaysian,+1 Lap,2,73,15:43:52,31.293,31293,5103,18,1:16.538,\N,\N
1427,21365,865,10,206,19,14,14,14,0.0,77,\N,\N,60,15,1:19.637,150.985,11,2012,6,6,Monaco Grand Prix,2012-05-27,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,glock,\N,GLO,Timo,Glock,1982-03-18,German,marussia,Marussia,Russian,+1 Lap,1,30,14:45:01,25.567,25567,5105,20,1:17.947,\N,\N
1428,21365,865,10,206,19,14,14,14,0.0,77,\N,\N,60,15,1:19.637,150.985,11,2012,6,6,Monaco Grand Prix,2012-05-27,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,glock,\N,GLO,Timo,Glock,1982-03-18,German,marussia,Marussia,Russian,+1 Lap,2,54,15:17:48,36.503,36503,5105,20,1:17.947,\N,\N
1429,21366,865,39,164,22,15,15,15,0.0,76,\N,\N,44,19,1:20.286,149.764,12,2012,6,6,Monaco Grand Prix,2012-05-27,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,karthikeyan,\N,KAR,Narain,Karthikeyan,1977-01-14,Indian,hrt,HRT,Spanish,+2 Laps,1,29,14:44:09,27.306,27306,5108,23,1:19.310,\N,\N
1430,21366,865,39,164,22,15,15,15,0.0,76,\N,\N,44,19,1:20.286,149.764,12,2012,6,6,Monaco Grand Prix,2012-05-27,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,karthikeyan,\N,KAR,Narain,Karthikeyan,1977-01-14,Indian,hrt,HRT,Spanish,+2 Laps,2,74,15:46:48,26.973,26973,5108,23,1:19.310,\N,\N
1431,21367,865,18,1,12,16,16,16,0.0,70,\N,\N,51,18,1:19.923,150.444,4,2012,6,6,Monaco Grand Prix,2012-05-27,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,button,22,BUT,Jenson,Button,1980-01-19,British,mclaren,McLaren,British,Collision,1,38,14:55:43,25.219,25219,5098,13,1:16.399,1:15.536,\N
1432,21368,865,817,5,15,\N,R,17,0.0,65,\N,\N,44,16,1:19.752,150.767,31,2012,6,6,Monaco Grand Prix,2012-05-27,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,ricciardo,3,RIC,Daniel,Ricciardo,1989-07-01,Australian,toro_rosso,Toro Rosso,Italian,Retired,1,40,14:58:28,25.335,25335,5101,16,1:16.360,1:15.878,\N
1433,21369,865,819,206,21,\N,R,18,0.0,64,\N,\N,61,14,1:19.604,151.047,31,2012,6,6,Monaco Grand Prix,2012-05-27,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,pic,\N,PIC,Charles,Pic,1990-02-15,French,marussia,Marussia,Russian,Retired,1,33,14:49:17,27.186,27186,5107,22,1:18.476,\N,\N
1434,21370,865,30,131,6,\N,R,19,0.0,63,\N,\N,52,6,1:18.904,152.387,32,2012,6,6,Monaco Grand Prix,2012-05-27,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,michael_schumacher,\N,MSC,Michael,Schumacher,1969-01-03,German,mercedes,Mercedes,German,Fuel pressure,1,34,14:50:07,25.117,25117,5086,1,1:15.873,1:15.062,1:14.301
1435,21371,865,808,207,18,\N,R,20,0.0,15,\N,\N,12,20,1:20.825,148.765,10,2012,6,6,Monaco Grand Prix,2012-05-27,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,petrov,\N,PET,Vitaly,Petrov,1984-09-08,Russian,caterham,Caterham,Malaysian,Electrical,1,3,14:08:18,39.391,39391,5104,19,1:17.404,\N,\N
1436,21372,865,155,15,11,\N,R,21,0.0,5,\N,\N,4,21,1:25.480,140.664,3,2012,6,6,Monaco Grand Prix,2012-05-27,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,kobayashi,10,KOB,Kamui,Kobayashi,1986-09-13,Japanese,sauber,Sauber,Swiss,Accident,1,1,14:04:47,28.390,28390,5097,12,1:15.648,1:15.508,\N
1437,21376,866,1,1,2,1,1,1,25.0,70,1:32:29.586,5549586,59,6,1:17.020,203.837,1,2012,7,7,Canadian Grand Prix,2012-06-10,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,13,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,mclaren,McLaren,British,Finished,1,17,14:25:51,21.375,21375,5110,2,1:14.891,1:14.371,1:14.087
1438,21376,866,1,1,2,1,1,1,25.0,70,1:32:29.586,5549586,59,6,1:17.020,203.837,1,2012,7,7,Canadian Grand Prix,2012-06-10,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,13,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,mclaren,McLaren,British,Finished,2,50,15:09:20,22.530,22530,5110,2,1:14.891,1:14.371,1:14.087
1439,21377,866,154,208,7,2,2,2,18.0,70,+2.513,5552099,57,11,1:17.264,203.194,1,2012,7,7,Canadian Grand Prix,2012-06-10,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,13,grosjean,8,GRO,Romain,Grosjean,1986-04-17,French,lotus_f1,Lotus F1,British,Finished,1,21,14:31:23,21.830,21830,5115,7,1:15.163,1:14.627,1:14.645
1440,21378,866,815,15,15,3,3,3,15.0,70,+5.260,5554846,67,3,1:16.414,205.454,1,2012,7,7,Canadian Grand Prix,2012-06-10,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,13,perez,11,PER,Sergio,Pérez,1990-01-26,Mexican,sauber,Sauber,Swiss,Finished,1,41,14:57:52,21.407,21407,5123,15,1:15.326,1:15.156,\N
